公司代號,公司名稱,產業類別,直接(範疇一)溫室氣體排放量(公噸CO₂e),能源間接(範疇二)溫室氣體排放量(公噸CO₂e),其他間接(範疇三)溫室氣體排放量(公噸CO₂e),溫室氣體排放密集度,再生能源使用率,用水量(公噸(t)),用水密集度,有害廢棄物(公噸(t)),非有害廢棄物(公噸(t)),總重量(有害+非有害)(公噸(t)),廢棄物密集度,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數,職業災害比率,火災件數,火災死傷人數,火災比率(死傷人數/員工總人數),董事會席次(席),獨立董事席次(席),女性董事比率,董事出席董事會出席率,公司年度召開法說會次數(次),ESG,E,S,G
1535,中宇,電機機械,281.0511,382.9131,7914.81,0.068,0.03,19779,2.0267,0,12.76,12.76,0.0131,1334,1170,1135,1039,0.0902,0,0,0,0,0,11,3,0.1818,0.9545,2,63,34,70,78
1536,和大,汽車工業,2530.28,40704.88,1215.44,7.1401,0.0698,18348,15.52065,2505.81,17391.455,77.655,0.07765,796,647,607,582,0.1,11,0.0453,0,0,0,13,4,0.2308,0.9077,1,57,61,48,62
1537,廣隆,電機機械,6849.73,66577.54,16479.9407,17.51185,0.0083,316178,30.59595,2108,1102,3210,4.5208,1083,921,784,641,0.341,0,0,0,0,0,9,3,0,1,1,64,45,78,69
1538,正峰,電機機械,79.78015,151.8,122.34045,0.90825,0.03,3288,3.40625,0,15.2,15.2,0.0108,858,749,594,437,0.4,1,0.0002,0,0,0,8,4,0.25,0.9841,1,49,33,63,52
1539,巨庭,電機機械,135.7033,712.7073,42.6295,0.5534,0.03,114424,35.42295,65.2755,141.7085,206.984,0.0668,604,489,461,409,0.2632,0,0,0,0,0,7,3,0.4286,0.9143,2,55,41,68,57
1540,喬福,電機機械,50.943,267.5503,16.0031,0.2077,0.03,1386,2.4104,0,8.16,6.927,0.0108,736,612,600,569,0.002,0,0,0,0,0,6,3,0.1429,0.9524,1,50,45,65,43
1541,錩泰,電機機械,1677.68,3389.93,57581.49,15.52,0.0028,34950,8.6,12,549,561,0.138,570,476,485,413,0.0551,0,0,0,0,0,7,4,0.4286,0.9821,1,56,60,45,60
1558,伸興,電機機械,1515,11297,50698,1.6885,0,189230,0.11,49.09,588.81,637.9,0.0003,1211,1044,821,739,0.47,5,0.0022,0,0,0,10,3,0,0.9828,2,74,83,70,71
1560,中砂,電機機械,8333.87,34084.6,7574.69,7.1656,0.006,1519104,256.65,22.828,1610.12,1632.95,0.28,973,794,809,740,0.0641,6,0.0035,0,0,0,9,3,0,0.97,4,69,69,68,72
1563,巧新,汽車工業,22597.55,60647.9,13582.11,10.7013,0.0058,660410,84.8965,81.24,6397.67,6478.91,0.8328,736,613,526,464.5,0.2025,2,0.0013,0,0,0,10,4,0.2,0.95,4,49.5,27.5,61.5,57.5
1568,倉佑,汽車工業,210.5228,3460.54,1144.08,4.77,0.1139,14330,0.012,4.84,489.05,493.89,0.404,747,618,597,544,0.2222,0,0,0,0,0,9,3,0.11,1,1,62,60,60,65
1582,信錦,電子零組件業,31.643,316.924,455.1169,0.2275,0,845.57395,0.33485,0,4.4108,4.4108,0.0025,1457,1277,1091,984,0.1522,0,0,0,0,0,7,4,0.14,1,2,61,30,68,78
1583,程泰,電機機械,376.4657,2041.07,6723.47,1.82155,0.0859,30352,9.2841,0,1089.13,1089.13,0.0571,888,728,721,672,0.23,8,0.0198,0,0,0,9,4,0.22,0.9491,1,60,48,75,58
1587,吉茂,汽車工業,1283.52255,21985.48,1179.76,3.94505,0.0375,20526,16.195,4995,34730,39725,2.14055,693,578,469,439,0.2857,0,0,0,0,0,8,4,0.125,1,1,62,53,73,61
1589,永冠-KY,電機機械,6071.26,118256.42,78991.56,14.3383,0.0166,274898,31.7031,386.1338,33363.65,33749.78,3.8923,740.5,626.5,615.5,576,0.17,53,0.0216,1,0,0,11,4,0.0909,1,4,62,73,45,68
1590,亞德客-KY,電機機械,13943,98053,16479.9407,3.7549,0.0347,1010774,33.8879,5704.93,15738.85,21443.78,0.7189,740.5,626.5,615.5,576,0.0975,56,0.0063,0,0,0,10,4,0.2,0.95,25,63,53,48,83
1597,直得,電機機械,12.5624,4408.65,705.2812,6.4405,0.1118,36954,46.4257,0,217.7,217.7,0.2735,732,606,553,459,0.04,0,0,0,0,0,9,4,0.4444,0.9492,1,69,74,53,77
1598,岱宇,運動休閒,522.6757,1606.12,9188.85,0.2734,0.0029,15567,0.5001,0,43.95,43.95,0.0012,705,594,538,471,0.2777,3,0.0063,0,0,0,7,4,0.1428,0.99,3,74,78,63,82
1603,華電,電器電纜,724.54975,14365.165,42769.20015,4.0924,0.03625,17971.28,18.0744,87.8515,339.9325,427.784,15.1466,722,616,581,510,0.3011,12,0.02,0,0,0,5,3,0.2,1,1,50,25,58,63
1604,聲寶,電器電纜,1437.47,4127.11,1119.68,0.752,0.03365,57390,55.3423,0,6,6,17.45185,972,803,824,744,0.0966,6,0.058,0,0,0,7,3,0.1429,0.9524,1,50,25,60,61
1605,華新,電器電纜,203986.19,326624.4,4322646.83,0.52,0.0147,14124954.08,13.7635,72668.27,175507.39,248175.66,0.2418,1220,1090,1094,889,0.1761,84,0.0055,0,0,0,11,4,0.0009,0.9495,4,71,60,65,85
1608,華榮,電器電纜,1049.8,14352.81,1695.9,2.1648,0.03365,88928,12.4986,13.82,509.02,522.84,0.0735,876,730,779,757,0.1235,0,0,0,0,0,7,3,0.1429,0.8333,1,58,57,50,65
1609,大亞,電器電纜,414.3786,20123.31,336741.46,1.3995,0.0095,115773,2.9246,112.098,2236.18,2348.27,0.0593,1682,1537,1300,1186,0.1705,19,0.0295,1,0,0,9,4,0.2222,0.9683,4,64,70,38,81
1611,中電,電器電纜,335.14475,5997.905,3116.47015,3.3018,0.03365,46557,40.38435,1.921,28.3,30.221,30.2211,793,571,462,462,0,0,0,0,0,0,11,3,0,0.9358,2,61,74,45,64
1612,宏泰,電器電纜,767.9,8969.96,3422.24,1.57,0.0578,58900,9.52,52.198,237.47,289.668,4.6826,1254,1090,1038,932,0.2174,0,0,0,0,0,7,3,0.1429,1,1,56,63,35,66
1614,三洋電,電器電纜,2432.55,4166.22,85030.26,1.1465,0.03365,61714,10.7224,0,1259.55,1259.55,0.2188,562,456,574,552,0.0172,8,0.0072,0,0,0,13,3,0.2307,0.912,1,52,54,53,51
1615,大山,電器電纜,389.875,13565.62,3116.47015,2.0794,0.03625,17971.28,18.9625,87.8515,339.9325,574.562,0.0728,827,695,691,620,0.24,1,0.0037,0,0,0,7,4,0.43,0.8,1,54,40,58,61
1616,億泰,電器電纜,0.47,5198.36,5724.8,1.2888,0.03365,58145,32.43115,27.0595,132.885,394.744,17.45185,854,721,697,620,0.175,1,0.0048,0,0,0,7,3,0.2857,0.9375,1,55,53,63,52
1617,榮星,電器電纜,669.8195,6797.45,508.1403,5.3148,0.03365,35724,25.4264,68.123,33.065,101.188,0.0721,781,657,625,563,0.0855,0,0,0,0,0,7,3,0.1429,0.8214,1,47,25,58,56
1618,合機,電器電纜,914.54,18142.845,3710.35,2.5174,0.03365,44573.28,33.92045,60.7,577.91,561.2,2.37805,977,831,794,713,0.0765,6,0.0275,0,0,0,9,3,0.2222,0.9778,1,60,49,63,67
1626,艾美特-KY,電器電纜,779.28,21932.88,3116.47015,2.87,0.03365,218.56,40.38435,107.58,646.8,754.38,15.1466,873.5,735,694.5,662,0.0072,5,0.0079,0,0,0,10,4,0,0.85,2,64,72,55,65
1701,中化,化學生技醫療,7420.86,12865.05,,4.8254,,29830,71.0823,13.66,416.76,430.42,0.1023,911,756,737,628,0.289,13,0.0509,0,0,0,5,3,0.4,0.933,2,,,,
1702,南僑,食品工業,91214.26,103692.47,686952.755,4.295,0.0207,1773902,0.0864,53,15147,15200,0.6701,3022,2764,1185,861,0.369,42,0.0084,0,0,0,9,3,0.2222,0.8519,2,73,73,70,75
1707,葡萄王,生技醫療業,6227.33,16425.7,21514.05,2.87,0.0147,355182,33.4,4.49,3425.41,3429.9,0.32,1044,910,845,736,0.4659,5,0.0087,0,0,0,12,4,0.42,0.94,7,77,62,73,90
1708,東鹼,化學工業,46962.55,8928.99,170045.885,9.51,0.0013,513050,0.087,0,669.02,669.02,3.62,932,772,720,650,0.42,1,0.0053,0,0,0,10,3,0,0.8667,1,67,54,95,58
1709,和益,化學工業,62979.11,25692.25,92280.84,9.4008,0.0018,150140,15.9176,0.0167,636.3532,636.3699,0.0674,1511,1297,1175,1063,0.2,0,0,0,0,0,19,4,0.1578,0.7969,1,62,69,60,54
1710,東聯,化學工業,28258.18,317216.83,39436.19,86.3378,0.001,1581.04,152.872,0.03,705.15,705.18,6.815,1307,1005,1030,977,0.08,1,0.003,0,0,0,11,3,0.09,0.98,5,65,66,48,80
1711,永光,化學工業,16908.53,45409.02,20686.15,7.9274,0.0026,593900,17.144,1761.3,6854.7,8616,1.2,837,690,718,682,0.17,6,0.0032,1,0,0,11,3,0.09,0.96,2,64,55,63,77
1712,興農,化學工業,12120.09,22418.21,39599.46,1.8071,0,653683.46,34.201,2.8,2559.36,2562.16,0.13,897,763,752,666,0.1778,0,0,0,0,0,9,3,0.1111,0.9722,4,67,61,60,82
1713,國化,化學工業,21999.66,160434.885,19751.29975,10.1146,0.06975,182.22,148.0297,0,209.89,209.89,0.44,1250,1113,838,793,0.0341,0,0,0,0,0,5,3,0.6,1,1,71,68,80,65
1714,和桐,化學工業,15741.14,3652.94,66.4095,5.557,0.07245,12.413,0.0004,0.0002,70.9202,70.9204,0.0024,1072,912,781,643,0.4211,0,0,0,0,0,9,3,0.2222,0.9259,1,64,52,80,65
1717,長興,化學工業,81591,157448,1885519,5.53,0.0191,744180,1.49,45922.44,6156.47,52078.91,0.1198,1133,942,911,796,0.156,6,0,1,1,0,12,4,0.083,0.96,4,68,66,58,81
1718,中纖,化學工業,395245.41,15411.77,46173.62475,99.4958,0.06925,2079,0.504,0.11,15456.69,15456.8,0.3093,800,642,654,608,0.2206,3,0.005,0,0,0,9,3,0,0.8412,1,50,41,59,54
1720,生達,生技醫療業,1426.48,7072.15,216.6663,2.84,0.0739,146563,49.0177,92.6054,301.918,394.5234,0.1319,980,830,879,760,0.3429,11,0.0137,0,0,0,9,4,0.2222,0.8718,2,68,66,65,73
1721,三晃,化學工業,8972,16787,46145.92,1.7,0.0009,203140,13.4334,83.42,1538.54,1621.96,0.1072,871,715,709,675,0.2632,3,0.0186,0,0,0,7,3,0.2857,1,1,67,72,58,68
1722,台肥,化學工業,377763,45625,988899.92,28.1981,0,518.61,74.22775,909.01,425.15,1334.16,0.0889,1857,1636,1514,1352,0.1556,4,0.032,0,0,0,9,3,0.1111,0.9167,2,65,70,53,72
1723,中碳,化學工業,27186,76481,215299.885,12.81,0,277200,34.26,14.94,209.92,224.86,0.026,1867,1649,1470,1368,0.095,0,0,0,0,0,9,3,0.11,0.98,4,68,58,70,81
1725,元禎,化學工業,378.83,132.1,235.30075,0.0681,0.07245,2814,0.3753,0,21.047,21.047,0.0028,951,756,716,623,0.1333,0,0,0,0,0,6,2,0.1667,0.9744,1,54,48,60,57
1726,永記,化學工業,4924.3,4080.92,82580.39,0.05,0.0058,58900,1.16,485.74,1271.62,1757.36,0.14755,934,801,778,711,0.06,10,0.0787,0,0,0,7,3,0.1429,0.8857,1,53,55,53,52
1727,中華化,化學工業,555.8405,9405.46,170045.885,0.0578,0,373353,2.5656,189.727,1452.66,1642.39,0.0013,764,625,611,577,0.1818,8,0.0316,0,0,0,10,4,0.1,0.96,1,55,45,50,72
1730,花仙子,化學工業,21999.66,160434.885,19751.29975,7.8358,0.1385,855,0.4258,6.0189,56.26,62.2789,0.1786,1268,1075,899,817,0.5,0,0,0,0,0,6,3,0.6667,0.9722,1,69,54,85,74
1731,美吾華,生技醫療業,211.7358,824.4593,288.9968,2.5668,0.11615,61800.38,9.25505,0,87.47,87.47,0.01,970,832,721,614,0.5,0,0,0,0,0,13,4,0.3077,0.8923,1,66,60,73,62
1732,毛寶,化學工業,156.0932,405.65,114.5886,1.22,0.0032,17155,30.97,0,510.6,510.6,0.92,640,536,524,450,0.429,1,0.0067,0,0,0,9,4,0.4444,0.805,1,68,65,70,68
1733,五鼎,生技醫療業,24.9104,9642.39,941.7722,5.7664,0.11615,46514,0.0501,1.7,184.95,186.65,0.2011,672,554,587,459,0.3864,4,0.0056,0,0,0,6,4,0.1667,0.99,2,68,53,68,76
1734,杏輝,生技醫療業,1140.21,8590.65,2717.97815,1.4428,0.037,133002,0.0448,15.65,212.63,228.28,0.0001,800,661,640,532,0.439,5,0.0066,0,0,0,11,3,0.0909,0.88,1,67,56,83,56
1735,日勝化,化學工業,3380.21,4991.53,235.30075,5.6642,0,38719,2.308,127.67,1131.82,1259.49,0.0751,987,835,788,703,0.2333,1,0.0049,0,0,0,9,3,0,1,1,61,60,65,57
1736,喬山,運動休閒,4422.08,13647.56,43080.245,0.7291,0,257370,10.3847,76.85,3035.87,3112.72,0.1256,885,747,719,599,0.46,30,0.009,0,0,0,13,4,0.3076,0.959,4,65,45,60,73
1737,臺鹽,食品工業,24563,893,4330.41,8.026,0.025,33147,10.4509,0,313.8521,313.8521,0.0989,1200,1020,1012,924,0.0585,2,0.0028,0,0,0,9,3,0.22,0.97,1,70,70,70,70
1752,南光,生技醫療業,3068.3,9967.7,594.75815,6.0633,0.037,113455,52.7698,16.35,165.875,182.225,0.0848,724,603,579,506,0.2069,18,0.0276,0,0,0,8,4,0.125,1,1,57,50,58,60
1760,寶齡富錦,生技醫療業,275.0364,4818.96,972.85,3.22,0.037,106480,29.6749,11.66,262.35,274,0.1524,957,801,742,598,0.3443,6,0.0107,0,0,0,9,3,0.0011,0.9811,2,65,40,75,68
1762,中化生,生技醫療業,5471.72,11438.82,14749.93,8.295,0.05505,187322,91.8862,1868.46,620.04,2488.5,1.2207,1070,893,861,758,0.1786,7,0.0202,0,0,0,7,3,0.2857,0.9286,2,67,45,63,83
1773,勝一,化學工業,51199.17,8471.92,338318.93,6.6382,0.0013,372896,41.4836,0,660.92,660.92,0.0735,1309,1142,1014,870,0.0667,0,0,0,0,0,9,4,0.2222,0.8889,1,56,55,45,69
1776,展宇,化學工業,836.6279,1125.83,356.0129,3.9163,0.0064,9403,15.8834,57,467.327,524.327,0.8857,828,687,622,498,0.25,3,0.0246,0,0,0,9,3,0.1111,0.9815,1,55,58,43,65
1783,和康生,生技醫療業,31.5618,374.23445,720.35925,1.0278,0.11615,1.8,0.2239,0,11.731,11.731,0.01195,1142,982,774,607,0.5,1,0.0076,0,0,0,9,3,0.33,0.96,5,78,45,93,81
1786,科妍,生技醫療業,31.5618,374.23445,1142.655,3.4133,0.11615,26606,633.1662,0.057,72,72.057,1.85745,1114,942,715,616,0.31,0,0,0,0,0,9,3,0.2222,1,1,65,55,68,68
1789,神隆,生技醫療業,4292.54,17067.97,2717.97815,7.11,0.0001,149839,0.0077,3647.66,425.356,4073.02,1.3545,1059,898,853,780,0.3505,5,0.0068,0,0,0,17,5,0.2941,0.9381,5,69,70,60,78
1795,美時,生技醫療業,3310.32,12129.58,594.75815,0.9104,0.037,111572,6.58,8.175,83.0335,413.21,0.22,1420,1084,1143,840,0.39,2,0.0029,0,0,0,11,3,0.3636,0.9545,13,74,58,80,76
1802,台玻,玻璃陶瓷,392168.41,222202.29,2354.76,15.895,0,1970419,1970419,72.08,16718.85,16790.93,0.6529,713,591,613,583,0.0333,56,0.0147,0,0,0,15,3,0.0667,0.8833,1,62,72,48,64
1805,寶徠,建材營造,766.49855,19550.77645,389.17695,12.5233,0,404588.13,62.21,0,15702.7928,15702.7928,1.3421,1286,1124,706,675,0.3333,0,0,0,0,0,9,3,0.2222,0.9444,1,53,25,70,62
1806,冠軍,玻璃陶瓷,61784.65,26632.19,2354.76,29.46,0,258228,0.0258,0,13212.46,13212.46,0.0013,777,625,675,603,0.1875,2,0.0028,0,0,0,7,3,0.1429,1,1,60,67,55,60
1808,潤隆,建材營造,6.6,96.28,10949.489,0.0033,0,223,0.0073,0,26647.5,26647.5,0.871,1501,1156,1067,947,0.2581,0,0,0,0,0,7,3,0.1429,0.8413,1,50,50,30,65
1809,中釉,玻璃陶瓷,2522.97,3694.16,2354.76,1.2495,0,11659,33.33475,230.84,159.94,390.78,0.66675,811,686,720,622,0.129,0,0,0,0,0,9,3,0.1111,0.9206,1,62,60,65,62
1810,和成,玻璃陶瓷,30999.925,7309.67,2354.76,2.33,0,206876,65.9287,0,4093.3,4093.3,1.3045,696,601,584,508,0.1292,0,0,0,0,0,7,3,0,0.7143,1,58,65,50,59
1817,凱撒衛,玻璃陶瓷,215.2,208.4,2354.76,0.169,0,1852,0.7408,0,72.7,72.7,0.029,922,769,757,633,0.25,1,0.0056,0,0,0,8,4,0.125,1,2,63,38,65,81
1903,士紙,造紙工業,31474.5,69976.25,217580.86,33.3324,0.08445,6.27,6.405,0,2259.6,2259.6,10.98915,828,677,560,531,0.2321,0,0,0,0,0,7,3,0.2857,0.9,1,44,25,53,60
1904,正隆,造紙工業,1124541.89,241600.16,404481.72,46.9048,0.0006,2737107,9.47,0,328070,328070,21.9483,1015,868,844,786,0.0676,14,0.0038,0,0,0,9,3,0.1111,1,2,67,69,53,78
1905,華紙,造紙工業,740886,202505,30680,45.0189,0.51,28159000,19.4,0,178809,178809,0.2057,926,776,727,673,0.1235,21,0.0073,0,0,0,7,3,0.2857,1,4,65,57,58,83
1906,寶隆,造紙工業,0,18.5,217580.86,33.3324,0.08445,179.12,6.405,0,1.2,1.2,10.98915,1557,1270,734,805,0.07,0,0,0,0,0,6,3,0.1667,0.98,2,53,25,78,65
1907,永豐餘,造紙工業,1299833,267813,35,21.2,0.4211,44677860,9.8209,764,562444,563208,0.2056,2593,2380,775,691,0.2,36,0.004,0,0,0,9,4,0.2222,0.972,4,78,92,53,85
1909,榮成,造紙工業,493600.37,39640.4,76812.46,10.07,0.025,57928880,3.75,20.02,52414.76,52434.78,0.065,951,812,751,721,0.013,3,0.0032,0,0,0,9,3,0.11,1,2,63,60,58,73
2002,中鋼,鋼鐵工業,16809455,1249102,11317609,91.6,0.0005,40962122,5.04,33.5,517130.7,517164.2,0.0666,1548,1294,1240,1156,0.0243,8,0.0008,5,0,0,11,3,0.0909,1,4,70,85,38,83
2006,東和鋼鐵,鋼鐵工業,222244,601862,1526015,16.7,0.0001,2098137,1.1689,33507,307517,341024,0.179,1246,1098,1136,1073,0.1067,11,0.0053,1,0,0,9,3,0.1111,1,2,69,82,45,75
2007,燁興,鋼鐵工業,16036.1,20123.79,8815.245,7.21,0.00565,128310,0.018,0,7425,7425,1.48,802,590,625,588,0.066,2,0.0044,0,0,0,7,3,0,0.9524,1,64,68,53,71
2008,高興昌,鋼鐵工業,2833.44,3470.34,2028.81,5.7061,0.00065,29845,0.878,0,496.57,496.57,0.34,695,568,550,480,0.0833,0,0,0,0,0,9,3,0.1111,0.9722,1,57,55,63,56
2009,第一銅,鋼鐵工業,3110.69,15238.03,4059.84,6.9341,0,156742.22,0.7189,458.18,364.83,823.01,0.1082,663,535,548,524,0.0222,9,0.0398,1,0,0,7,3,0.1429,0.8214,1,49,52,30,66
2010,春源,鋼鐵工業,4077.54,8594.49,828369.7,0.7582,0.00065,86384,0.0002,0,11179,11179,0.0284,833,675,717,623,0.0155,23,0.0166,0,0,0,11,3,0.0909,0.9697,1,56,65,45,57
2012,春雨,鋼鐵工業,13215.58,15875.2,90547.7,8.6017,0,177940,35.35855,4360,2103.64,6463.64,0.7527,690,592,664,538,0.2069,3,0.006,0,0,0,11,3,0.1818,1,2,59,51,58,72
2013,中鋼構,鋼鐵工業,2323.18,6475.35,234312.04,0.467,0.00065,34420,1.83,0,3754.21,3754.21,0.252,1970,1735,1679,1502,0.0192,4,0.0086,0,0,0,11,3,0.0909,0.8889,2,62,51,65,73
2014,中鴻,鋼鐵工業,146771.51,130405.26,4171940.48,7.3399,0.0002,1111034,29.4212,17240.88,85965.24,103206.12,2.733,1116,849,830,796,0.0427,2,0.0018,0,0,0,7,3,0.1429,1,4,61,63,38,83
2015,豐興,鋼鐵工業,197345.96,499394.27,119771.14,19.9742,0.00385,1756986,50.3694,31062,303258,334320,9.5843,1230,1043,1015,928,0.2857,11,0.0115,0,0,0,13,3,0,0.9538,4,67,73,48,78
2017,官田鋼,鋼鐵工業,2394.49,13414.75,450289.92,6.9802,0.4395,160133.4,70.6991,0,2019.72,2019.72,0.0254,600,487,506,440,0.2857,9,0.0309,0,0,0,12,3,0.1667,0.88,4,55,43,50,78
2020,美亞,鋼鐵工業,3666.41,5601.03,9999,1.32,0.00065,6592,0.94,30.89,7529.77,7560.66,1.08,1029,693,819,694,0.0233,6,0.0207,0,0,0,9,3,0.222,0.971,2,53,52,38,71
2022,聚亨,鋼鐵工業,1288.62,9003.46,1274.21,5.50315,0.00065,37718,0.6122,1236.86,984.46,2221.32,0.0361,740,626,569,522,0.1081,1,0.009,0,0,0,5,3,0.2,0.9714,2,63,55,58,79
2023,燁輝,鋼鐵工業,64285,88067,4498.305,6.18,0.0038,336080,13.63,146.77,72924.37,73071.14,2.96,1067,803,866,842,0.04,1,0.0007,0,0,0,7,3,0,0.9524,2,70,64,73,74
2024,志聯,鋼鐵工業,1848,3222,31395,5.5323,0.00565,136122,148.6048,614,127,741,0.809,662,524,519,481,0.3077,1,0.0064,0,0,0,6,2,0.3333,0.9697,1,61,62,55,67
2025,千興,鋼鐵工業,3589.33,4305.51,2083.905,10.6876,0.00065,29886,0.0405,0,804.45,804.45,0.0011,649,530,568,549,0.4,1,0.0147,0,0,0,7,3,0.4286,0.9524,1,62,65,60,59
2027,大成鋼,鋼鐵工業,1347.19,9762.3,169781.295,1.1639,0,95825.54,10.039,0,746.24,746.24,0.0127,615,491,480,458,0.2166,2,0.0019,0,0,0,12,4,0.3333,0.89,1,63,65,58,66
2028,威致,鋼鐵工業,86682.6,162234.3,4498.305,23.7422,0.0038,563540,1.0614,11691.38,144562.66,156254.04,0.2943,938,682,784,737,0.3333,7,0.0186,0,0,0,8,4,0.375,0.9474,1,53,54,45,60
2029,盛餘,鋼鐵工業,27121.56,47437.79,6857.61,6.3569,0.0076,434255,0.37,173.4076,3819.14,3992.55,0.003,1307,1025,1140,1050,0.0938,2,0.0039,0,0,0,11,4,0.0909,0.9811,4,60,64,48,66
2030,彰源,鋼鐵工業,4969.5,11932.78,337423.59,1.8254,0.00065,106611,1.1759,0,798,798,0.0088,805,682,655,581,0.0004,11,0.0763,0,0,0,9,4,0.11,1,1,58,62,53,60
2031,新光鋼,鋼鐵工業,4313.06,2715.82,827455.33,0.5173,0,19696,1.4496,0,168.5232,168.5232,0.0124,1059,888,807,703,0.0573,1,0.0003,0,0,0,10,4,0,0.9867,1,50,55,35,59
2032,新鋼,鋼鐵工業,363.7573,548.2272,2139,0.3187,0.00565,27152.1,0.45925,0,37.7,37.7,0.17055,645,507,520,494,0.2667,1,0.0062,0,0,0,9,3,0.1111,0.97,1,39,29,38,53
2033,佳大,鋼鐵工業,784.1754,2731.49,698.4493,7.1846,0.00065,24459.2,0.45925,0,153.96,153.96,0.17055,704,550,522,496,0.1111,0,0,0,0,0,7,3,0.2857,0.8214,1,55,44,70,55
2034,允強,鋼鐵工業,1885.42,17355.54,8526.3,0.1488,0.00565,125088,0.9672,337.02,753.42,1090.44,0.0084,789,628,605,559,0.1765,13,0.0152,0,0,0,9,4,0.0022,1,1,65,82,35,73
2038,海光,鋼鐵工業,58385.41,127002.05,582896.645,20.0267,0.00065,81875,8.8447,5209.14,33182.73,38391.87,4.1473,757,645,622,574,0.0134,0,0,0,0,0,10,4,0,0.9583,1,57,58,58,56
2049,上銀,電機機械,6219.03,115638.46,131125.69,6.9,0.0244,594102,0.034,475,9594,10069,0.57,824,685,798,760,0.136,2,0.0004,0,0,0,10,3,0.3,1,2,71,78,53,80
2059,川湖,電子零組件業,669.507,8595.31,1540.7,15.2382,0.3502,49980,0.0194,30.58,229.37,259.95,0.0289,796,679,669,498,0.2821,0,0,0,0,0,7,4,0.4286,1,4,74,61,78,81
2062,橋椿,居家生活,703.38,14191.78,10757.24,2.2297,0.0039,116064,0.045,90.17,1201.79,1291.96,1.0451,700,581,552,477,0.4806,18,0.019,0,0,0,7,4,0.2857,1,2,67,63,63,73
2069,運錩,鋼鐵工業,83.4251,1095.28,181808.55,0.1324,0.00065,12566,0.93525,0,26.61,26.61,0.12655,698,549,532,473,0.56,2,0.0009,0,0,0,7,4,0.1429,1,1,60,60,53,67
2101,南港,橡膠工業,12672.3,26301.15,47238.19,9.9776,0.30785,93672,23.9809,0,2219.38,2219.38,0.5682,877,761,727,639,0.05,34,0.0176,0,0,0,9,3,0.5556,0.9556,1,62,72,43,68
2102,泰豐,橡膠工業,1436.829,4127.08,47238.19,6.36605,0.30785,11435,15.2436,0,50.78,50.78,0.3203,1840,527,711,657,0,0,0,0,0,0,9,3,0.2222,0.9506,1,58,50,68,58
2103,台橡,橡膠工業,139249.78,374918.7,1332772.05,16.3608,0.0605,5127720,9.6567,2802.79,3602.57,6405.36,12.0627,1525,1177,1158,1042,0.263,6,0.0034,0,0,0,7,3,0.1429,1,2,68,62,63,80
2104,國際中橡,橡膠工業,204790.96,26196.1,58.6425,60.1216,0.31295,1179950,7.5104,475.85,947.53,1423.38,0.0175,1895,1650,1070,935,0.224,1,0.004,0,0,0,8,4,0,0.9667,1,68,63,68,74
2105,正新,橡膠工業,42670.5,79131.43,306173.64,6.9812,0.0123,828532,47.488,0.24,2931.27,2931.51,0.168,866,743,703,664,0.004,62,0.0716,0,0,0,11,3,0.09,0.98,2,66,67,58,75
2106,建大,橡膠工業,17824.78,21576.77,47238.19,1.14,0.0021,224100,6.5063,13.9,2138.1,2152,0.0625,776,666,585,543,0.14,6,0.0034,0,0,0,11,3,0.0909,0.9697,2,62,66,53,67
2107,厚生,橡膠工業,604.818,3141.33,47238.19,2.7545,0.6136,123823,58.1742,1.72,96.76,98.48,0.0724,958,848,663,605,0.125,3,0.0158,0,0,0,8,2,0.125,0.9853,1,49,34,58,62
2108,南帝,橡膠工業,1387.59,20302.5,92490.17,2.46,0.0219,372610,3.6873,15.55,1050.9,1066.45,0.0104,1237,1068,1115,1058,0.0454,0,0,0,0,0,20,4,0.15,0.95,1,59,69,48,58
2109,華豐,橡膠工業,9214.799,12359.05,47238.19,1.94725,0.30785,236211,112.6611,0,340.72,340.72,0.1625,778,667,570,498,0.03,17,0.0313,0,0,0,11,3,0.0909,0.9364,1,43,32,53,50
2114,鑫永銓,橡膠工業,2268.84,5112.83,47238.19,6.36605,0.30785,10344,15.2436,0,563,563,0.3203,794,684,580,554,0.28,1,0.01,0,0,0,9,3,0,1,1,58,60,55,59
2115,六暉-KY,汽車工業,2587.08,20602.25,54511.9,29.9723,0.03525,135699.31,52.3443,60.0766,1870.9,1930.98,0.11145,707.5,582,526,464.5,0.2895,0,0,0,0,0,9,3,0.3333,1,1,58,25,73,72
2201,裕隆,汽車工業,6054.79,4930.92,3223.77,0.4356,0.0636,194816.46,7.7239,27.3842,3343.71,3371.1,0.1337,1253,1027,898,847,0.0714,4,0.0035,0,0,0,9,3,0.1111,0.9259,4,71,64,60,85
2204,中華,汽車工業,8552.89,12190.71,2553407.1,0.5387,0.275,184432,3.35,41.9959,10044.25,10086.25,0.1904,1284,1136,1207,1075,0.1284,20,0.0087,1,0,0,9,3,0.2222,0.9841,4,74,74,58,87
2206,三陽工業,汽車工業,11872.51,28764.85,8349.93,0.99,0.0378,500201,10.15,0,11068.71,11068.71,0.22,1415,1219,1177,1122,0.1203,2,0.0008,0,0,0,11,4,0.0909,0.9577,2,65,58,73,65
